strategy,pos,startLeague,peakOvr,finalOvr,finalLeague,seasonsPlayed,retirementAge,everInNhl,everDemoted,nhlGames,nhlGoals,nhlAssists,ahlGames,teamsCount,championships,individualAwards,awardsList
OPTIMIZER,RW,OHL,83,77,NHL,36,34,true,false,975,429,156,67,2,0,0,
OPTIMIZER,C,SHL,81,76,NHL,36,34,true,true,887,139,294,0,1,1,1,2033:NHL Championship
OPTIMIZER,RD,QMJHL,82,78,NHL,36,34,true,true,908,82,200,65,2,0,0,
OPTIMIZER,RD,OHL,83,79,NHL,36,34,true,true,924,92,230,70,2,0,0,
OPTIMIZER,LW,OHL,83,78,NHL,36,34,true,true,1032,515,211,70,2,1,1,2028:OHL Championship
OPTIMIZER,C,WHL,78,75,NHL,36,34,true,false,824,38,253,71,2,1,1,2031:SHL Championship
OPTIMIZER,LW,OHL,83,79,NHL,36,34,true,true,937,440,200,67,2,0,0,
OPTIMIZER,LD,OHL,80,74,NHL,36,34,true,true,880,90,175,67,2,1,1,2033:NHL Championship
OPTIMIZER,G,QMJHL,86,81,NHL,36,34,true,false,883,0,0,123,2,0,0,
OPTIMIZER,LW,LIIGA,81,78,NHL,36,34,true,true,958,274,122,0,1,0,0,
OPTIMIZER,RW,SHL,83,78,NHL,36,34,true,true,1000,473,195,0,1,0,0,
OPTIMIZER,G,NCAA,88,84,NHL,36,34,true,false,869,0,0,127,2,2,2,2039:NHL Championship | 2040:NHL Championship
OPTIMIZER,G,USHL,89,83,NHL,36,34,true,false,889,0,0,129,2,0,0,
OPTIMIZER,LD,LIIGA,80,76,NHL,36,34,true,false,797,68,154,0,1,1,1,2039:NHL Championship
OPTIMIZER,RW,LIIGA,82,78,NHL,36,34,true,true,1015,539,224,0,1,1,1,2030:SHL Championship
OPTIMIZER,C,SHL,80,78,NHL,36,34,true,false,813,148,277,0,1,1,1,2027:SHL Championship
OPTIMIZER,C,OHL,83,79,NHL,36,34,true,true,911,223,354,66,2,1,1,2037:NHL Championship
OPTIMIZER,RW,USHL,84,79,NHL,36,34,true,true,1012,472,225,66,2,1,1,2034:NHL Championship
OPTIMIZER,C,NCAA,84,81,NHL,36,34,true,true,1007,300,436,69,2,0,0,
OPTIMIZER,G,WHL,87,81,NHL,36,34,true,false,873,0,0,126,2,2,2,2032:NHL Championship | 2043:NHL Championship
OPTIMIZER,C,OHL,84,77,NHL,38,35,true,true,1081,341,401,70,2,0,0,
OPTIMIZER,G,NCAA,89,80,NHL,38,35,true,false,875,0,0,191,2,0,0,
OPTIMIZER,LW,USHL,83,78,NHL,36,34,true,false,1017,507,212,67,2,0,0,
OPTIMIZER,RW,SHL,83,74,NHL,38,35,true,true,980,421,170,0,1,0,0,
OPTIMIZER,RW,WHL,83,79,NHL,36,34,true,false,915,421,217,67,2,1,1,2028:WHL Championship
OPTIMIZER,RD,NCAA,85,80,NHL,36,34,true,true,910,66,244,69,2,2,2,2026:NCAA Championship | 2040:NHL Championship
OPTIMIZER,LW,SHL,84,77,NHL,36,34,true,true,935,466,204,0,1,0,0,
OPTIMIZER,RW,WHL,82,77,NHL,36,34,true,true,887,314,130,67,2,2,2,2031:SHL Championship | 2039:NHL Championship
OPTIMIZER,G,USHL,88,81,NHL,36,34,true,false,879,0,0,127,2,0,0,
OPTIMIZER,C,NCAA,86,82,NHL,36,34,true,false,931,351,456,70,2,0,0,
OPTIMIZER,LW,WHL,82,79,NHL,36,34,true,true,994,368,183,68,2,0,0,
OPTIMIZER,LD,LIIGA,84,77,NHL,36,34,true,true,946,51,257,0,1,0,0,
OPTIMIZER,LD,OHL,84,78,NHL,36,34,true,true,906,35,216,70,2,1,1,2028:OHL Championship
OPTIMIZER,C,NCAA,80,77,NHL,36,34,true,true,907,133,274,68,2,1,1,2029:NCAA Championship
OPTIMIZER,C,LIIGA,84,78,NHL,38,35,true,true,992,329,527,0,1,0,0,
OPTIMIZER,RD,USHL,82,79,NHL,36,34,true,true,930,79,181,66,2,0,0,
OPTIMIZER,RW,QMJHL,84,74,NHL,38,35,true,true,1066,513,221,70,2,1,1,2033:NHL Championship
OPTIMIZER,C,OHL,82,79,NHL,36,34,true,true,980,194,362,68,2,0,0,
OPTIMIZER,C,USHL,83,75,NHL,38,35,true,true,975,218,375,66,2,0,0,
OPTIMIZER,G,LIIGA,88,83,NHL,36,34,true,false,863,0,0,124,1,0,0,
OPTIMIZER,RD,OHL,83,78,NHL,36,34,true,true,888,57,209,71,2,0,0,
OPTIMIZER,LD,USHL,84,79,NHL,36,34,true,true,908,86,251,68,2,0,0,
OPTIMIZER,LW,SHL,82,77,NHL,36,34,true,true,907,391,165,0,1,0,0,
OPTIMIZER,C,USHL,85,80,NHL,36,34,true,true,916,277,372,64,2,1,1,2042:NHL Championship
OPTIMIZER,LW,SHL,82,78,NHL,36,34,true,true,982,387,185,0,1,0,0,
OPTIMIZER,LW,SHL,83,74,NHL,38,35,true,true,989,498,232,0,1,0,0,
OPTIMIZER,G,SHL,88,82,NHL,36,34,true,false,851,0,0,119,1,1,1,2032:NHL Championship
OPTIMIZER,RW,NCAA,83,77,NHL,36,34,true,true,1008,527,187,66,2,0,0,
OPTIMIZER,LW,OHL,83,75,NHL,38,35,true,true,998,487,194,69,2,0,0,
OPTIMIZER,LD,QMJHL,84,80,NHL,36,34,true,true,1019,64,273,65,2,0,0,
OPTIMIZER,G,NCAA,86,81,NHL,36,34,true,false,809,0,0,183,2,0,0,
OPTIMIZER,RD,USHL,85,80,NHL,36,34,true,true,912,103,263,69,2,0,0,
OPTIMIZER,C,LIIGA,81,78,NHL,36,34,true,true,911,109,255,0,1,1,1,2026:LIIGA Championship
OPTIMIZER,RW,QMJHL,82,79,NHL,36,34,true,false,922,368,170,71,2,1,1,2026:QMJHL Championship
OPTIMIZER,C,LIIGA,83,79,NHL,36,34,true,true,913,263,403,0,1,1,1,2041:NHL Championship
OPTIMIZER,LW,OHL,84,77,NHL,36,34,true,true,974,512,217,64,2,0,0,
OPTIMIZER,LW,WHL,81,77,NHL,36,34,true,true,881,231,134,65,2,0,0,
OPTIMIZER,RD,QMJHL,85,80,NHL,36,34,true,true,994,56,303,69,2,1,1,2039:NHL Championship
OPTIMIZER,RD,NCAA,85,80,NHL,36,34,true,false,897,60,262,71,2,1,1,2041:NHL Championship
OPTIMIZER,RW,OHL,83,78,NHL,36,34,true,true,1026,504,209,65,2,4,4,2026:OHL Championship | 2029:OHL Championship | 2031:NHL Championship | 2036:NHL Championship
OPTIMIZER,RW,QMJHL,83,76,NHL,36,34,true,true,976,527,202,67,2,1,1,2027:QMJHL Championship
OPTIMIZER,C,QMJHL,85,82,NHL,36,34,true,true,1004,353,472,71,2,0,0,
OPTIMIZER,G,USHL,90,84,NHL,36,34,true,false,876,0,0,116,2,0,0,
OPTIMIZER,RD,OHL,84,79,NHL,36,34,true,false,852,85,211,67,2,1,1,2036:NHL Championship
OPTIMIZER,G,LIIGA,88,85,NHL,36,34,true,false,801,0,0,178,1,1,1,2037:NHL Championship
OPTIMIZER,C,QMJHL,83,78,NHL,36,34,true,true,1004,264,434,71,2,0,0,
OPTIMIZER,G,NCAA,89,83,NHL,36,34,true,false,859,0,0,123,2,0,0,
OPTIMIZER,C,QMJHL,84,81,NHL,36,34,true,false,952,328,440,67,2,2,2,2035:NHL Championship | 2041:NHL Championship
OPTIMIZER,LD,USHL,82,79,NHL,36,34,true,true,970,86,232,70,2,1,1,2036:NHL Championship
OPTIMIZER,RW,QMJHL,82,77,NHL,36,34,true,true,968,416,158,66,2,2,2,2026:QMJHL Championship | 2030:AHL Championship
OPTIMIZER,RD,QMJHL,84,73,NHL,38,35,true,true,1060,66,298,64,2,0,0,
OPTIMIZER,LW,LIIGA,82,76,NHL,36,34,true,true,989,403,153,0,1,1,1,2043:NHL Championship
OPTIMIZER,G,QMJHL,88,78,NHL,38,35,true,false,903,0,0,193,2,1,1,2040:NHL Championship
OPTIMIZER,LD,OHL,85,79,NHL,36,34,true,true,1011,30,286,70,2,0,0,
OPTIMIZER,LD,LIIGA,84,77,NHL,36,34,true,true,922,35,235,0,1,0,0,
OPTIMIZER,C,LIIGA,83,77,NHL,38,35,true,false,905,262,401,0,1,0,0,
OPTIMIZER,LD,OHL,85,75,NHL,38,35,true,true,986,92,280,64,2,0,0,
OPTIMIZER,C,SHL,79,75,NHL,36,34,true,false,829,71,240,0,1,2,2,2029:SHL Championship | 2042:NHL Championship
OPTIMIZER,LW,SHL,83,78,NHL,36,34,true,true,958,385,162,0,1,0,0,
OPTIMIZER,LD,USHL,84,80,NHL,36,34,true,true,922,88,234,69,2,1,1,2034:NHL Championship
OPTIMIZER,G,LIIGA,89,79,NHL,38,35,true,false,935,0,0,116,1,1,1,2039:NHL Championship
OPTIMIZER,RD,NCAA,83,79,NHL,36,34,true,true,1006,78,251,65,2,0,0,
OPTIMIZER,LW,LIIGA,83,72,NHL,38,35,true,true,1021,410,152,0,1,0,0,
OPTIMIZER,C,OHL,82,78,NHL,36,34,true,true,870,141,308,70,2,0,0,
OPTIMIZER,LD,NCAA,82,78,NHL,36,34,true,true,898,72,213,66,2,0,0,
OPTIMIZER,LD,NCAA,84,80,NHL,36,34,true,true,897,44,212,71,2,1,1,2031:SHL Championship
OPTIMIZER,C,USHL,86,80,NHL,36,34,true,true,994,392,438,67,2,1,1,2026:USHL Championship
OPTIMIZER,G,NCAA,87,78,NHL,38,35,true,false,868,0,0,177,2,0,0,
OPTIMIZER,G,USHL,86,80,NHL,36,34,true,false,854,0,0,126,2,0,0,
OPTIMIZER,LW,SHL,83,76,NHL,36,34,true,true,886,390,148,0,1,0,0,
OPTIMIZER,C,OHL,81,78,NHL,36,34,true,true,958,141,306,71,2,0,0,
OPTIMIZER,C,NCAA,81,78,NHL,36,34,true,true,881,112,299,71,2,0,0,
OPTIMIZER,LD,USHL,84,78,NHL,36,34,true,true,962,35,246,69,2,0,0,
OPTIMIZER,RW,SHL,82,78,NHL,36,34,true,true,932,391,173,0,1,0,0,
OPTIMIZER,RD,NCAA,84,79,NHL,36,34,true,true,1009,49,254,70,2,1,1,2028:NCAA Championship
OPTIMIZER,LW,USHL,79,75,NHL,36,34,true,true,903,212,137,69,2,0,0,
OPTIMIZER,G,OHL,87,81,NHL,36,34,true,false,778,0,0,197,2,2,2,2032:AHL Championship | 2043:NHL Championship
OPTIMIZER,LW,OHL,83,77,NHL,36,34,true,true,967,397,190,65,2,0,0,
OPTIMIZER,LD,SHL,83,79,NHL,36,34,true,true,896,45,204,0,1,0,0,
OPTIMIZER,RW,OHL,80,77,NHL,36,34,true,true,889,237,143,68,2,1,1,2028:OHL Championship
OPTIMIZER,RW,SHL,80,73,NHL,38,35,true,true,969,277,133,0,1,1,1,2039:NHL Championship
OPTIMIZER,RD,SHL,84,80,NHL,36,34,true,true,931,46,214,0,1,0,0,
OPTIMIZER,RW,USHL,82,78,NHL,36,34,true,true,1010,456,173,71,2,3,3,2026:USHL Championship | 2033:NHL Championship | 2039:NHL Championship
OPTIMIZER,RW,QMJHL,84,79,NHL,36,34,true,false,934,480,235,68,2,2,2,2029:QMJHL Championship | 2042:NHL Championship
OPTIMIZER,LW,WHL,81,75,NHL,38,35,true,true,1032,349,144,64,2,1,1,2039:NHL Championship
OPTIMIZER,RD,QMJHL,83,79,NHL,36,34,true,false,845,88,195,69,2,2,2,2033:NHL Championship | 2042:NHL Championship
OPTIMIZER,RD,NCAA,83,80,NHL,36,34,true,false,902,52,214,66,2,2,2,2028:NCAA Championship | 2031:SHL Championship
OPTIMIZER,LW,USHL,83,78,NHL,36,34,true,true,989,500,190,70,2,0,0,
OPTIMIZER,G,WHL,89,83,NHL,36,34,true,false,875,0,0,116,2,1,1,2028:WHL Championship
OPTIMIZER,G,USHL,88,82,NHL,36,34,true,false,809,0,0,188,2,1,1,2040:NHL Championship
OPTIMIZER,C,USHL,84,80,NHL,36,34,true,true,996,312,476,68,2,1,1,2030:AHL Championship
OPTIMIZER,G,SHL,87,83,NHL,36,34,true,false,877,0,0,124,1,1,1,2027:SHL Championship
OPTIMIZER,LW,WHL,83,76,NHL,36,34,true,true,1002,527,237,71,2,0,0,
OPTIMIZER,C,QMJHL,83,81,NHL,36,34,true,true,906,256,406,64,2,0,0,
OPTIMIZER,LD,LIIGA,83,77,NHL,36,34,true,true,936,62,221,0,1,1,1,2035:NHL Championship
OPTIMIZER,LW,SHL,82,78,NHL,36,34,true,true,1001,389,184,0,1,3,3,2029:SHL Championship | 2038:NHL Championship | 2039:NHL Championship
OPTIMIZER,LD,SHL,81,76,NHL,36,34,true,false,830,62,136,0,1,0,0,
OPTIMIZER,C,SHL,86,77,NHL,38,35,true,true,1071,389,464,0,1,0,0,
OPTIMIZER,RW,LIIGA,81,78,NHL,36,34,true,true,881,264,133,0,1,1,1,2037:NHL Championship
OPTIMIZER,RD,LIIGA,82,78,NHL,36,34,true,true,914,67,214,0,1,1,1,2028:SHL Championship
OPTIMIZER,RW,LIIGA,81,74,NHL,38,35,true,false,877,296,133,0,1,1,1,2038:NHL Championship
OPTIMIZER,RW,QMJHL,83,78,NHL,36,34,true,true,988,424,189,65,2,2,2,2030:AHL Championship | 2031:NHL Championship
OPTIMIZER,C,LIIGA,80,77,NHL,36,34,true,true,863,95,298,0,1,0,0,
OPTIMIZER,C,QMJHL,84,81,NHL,36,34,true,true,998,319,485,68,2,1,1,2036:NHL Championship
OPTIMIZER,RW,OHL,83,73,NHL,38,35,true,true,995,407,171,68,2,0,0,
OPTIMIZER,RD,LIIGA,81,76,NHL,36,34,true,true,856,46,146,0,1,1,1,2034:NHL Championship
OPTIMIZER,LD,NCAA,83,80,NHL,36,34,true,false,824,96,217,65,2,0,0,
OPTIMIZER,G,WHL,89,83,NHL,36,34,true,false,873,0,0,130,2,0,0,
OPTIMIZER,C,WHL,83,79,NHL,36,34,true,true,991,320,451,69,2,0,0,
OPTIMIZER,LD,USHL,82,78,NHL,36,34,true,false,831,100,203,67,2,2,2,2028:USHL Championship | 2041:NHL Championship
OPTIMIZER,RD,NCAA,84,80,NHL,36,34,true,true,908,66,203,71,2,3,3,2035:NHL Championship | 2039:NHL Championship | 2041:NHL Championship
OPTIMIZER,LW,OHL,83,73,NHL,38,35,true,false,1026,471,159,69,2,1,1,2042:NHL Championship
OPTIMIZER,C,NCAA,84,80,NHL,36,34,true,true,918,292,400,66,2,1,1,2041:NHL Championship
OPTIMIZER,LD,LIIGA,83,78,NHL,36,34,true,false,816,61,185,0,1,0,0,
OPTIMIZER,C,LIIGA,80,75,NHL,36,34,true,true,890,122,241,0,1,0,0,
OPTIMIZER,RW,USHL,81,78,NHL,36,34,true,true,898,234,128,64,2,2,2,2029:USHL Championship | 2039:NHL Championship
OPTIMIZER,LD,OHL,84,79,NHL,36,34,true,false,847,105,234,66,2,0,0,
OPTIMIZER,RD,SHL,83,78,NHL,36,34,true,true,903,44,197,0,1,0,0,
OPTIMIZER,LW,SHL,82,77,NHL,36,34,true,true,984,465,186,0,1,1,1,2029:SHL Championship
OPTIMIZER,G,LIIGA,89,82,NHL,36,34,true,false,876,0,0,118,1,1,1,2039:NHL Championship
OPTIMIZER,G,NCAA,88,79,NHL,38,35,true,false,894,0,0,183,2,0,0,
OPTIMIZER,LD,NCAA,84,79,NHL,36,34,true,true,992,51,227,70,2,0,0,
OPTIMIZER,LD,USHL,84,80,NHL,36,34,true,true,992,55,251,67,2,0,0,
OPTIMIZER,LD,WHL,82,76,NHL,36,34,true,false,850,118,218,65,2,1,1,2041:NHL Championship
OPTIMIZER,G,WHL,89,84,NHL,36,34,true,false,882,0,0,121,2,0,0,
OPTIMIZER,G,LIIGA,88,80,NHL,38,35,true,false,944,0,0,127,1,2,2,2029:SHL Championship | 2040:NHL Championship
OPTIMIZER,RW,QMJHL,84,74,NHL,38,35,true,true,1083,557,210,65,2,0,0,
OPTIMIZER,LW,WHL,83,78,NHL,36,34,true,false,935,407,179,71,2,0,0,
OPTIMIZER,LW,LIIGA,82,77,NHL,36,34,true,true,920,403,166,0,1,1,1,2035:NHL Championship
OPTIMIZER,RD,NCAA,84,75,NHL,38,35,true,true,1066,30,288,65,2,0,0,
OPTIMIZER,C,WHL,82,76,NHL,38,35,true,true,995,195,382,69,2,0,0,
OPTIMIZER,LW,WHL,84,73,NHL,38,35,true,true,1087,554,244,70,2,0,0,
OPTIMIZER,LW,USHL,84,73,NHL,38,35,true,true,1097,557,225,65,2,0,0,
OPTIMIZER,C,QMJHL,83,80,NHL,36,34,true,true,919,263,389,69,2,2,2,2041:NHL Championship | 2043:NHL Championship
OPTIMIZER,RW,LIIGA,83,77,NHL,36,34,true,true,994,506,210,0,1,0,0,
OPTIMIZER,RW,WHL,84,78,NHL,36,34,true,true,905,453,218,68,2,1,1,2029:WHL Championship
OPTIMIZER,LW,SHL,82,78,NHL,36,34,true,true,901,370,157,0,1,1,1,2036:NHL Championship
OPTIMIZER,LW,OHL,83,78,NHL,36,34,true,true,969,403,166,64,2,0,0,
OPTIMIZER,LW,WHL,82,77,NHL,36,34,true,false,969,482,187,66,2,0,0,
OPTIMIZER,RW,WHL,84,78,NHL,36,34,true,true,993,520,237,64,2,0,0,
OPTIMIZER,LD,QMJHL,83,79,NHL,36,34,true,true,982,45,242,66,2,1,1,2038:NHL Championship
OPTIMIZER,LW,USHL,83,77,NHL,36,34,true,true,979,490,212,65,2,1,1,2027:USHL Championship
OPTIMIZER,RD,WHL,83,80,NHL,36,34,true,true,1000,79,246,69,2,0,0,
OPTIMIZER,C,QMJHL,81,79,NHL,36,34,true,true,921,113,258,69,2,2,2,2033:NHL Championship | 2037:NHL Championship
OPTIMIZER,LD,SHL,80,78,NHL,36,34,true,false,807,61,155,0,1,0,0,
OPTIMIZER,G,USHL,89,82,NHL,36,34,true,false,808,0,0,184,2,0,0,
OPTIMIZER,RD,SHL,82,78,NHL,36,34,true,true,930,59,195,0,1,1,1,2034:NHL Championship
OPTIMIZER,G,NCAA,88,84,NHL,36,34,true,false,795,0,0,180,2,3,3,2028:NCAA Championship | 2029:NCAA Championship | 2036:NHL Championship
OPTIMIZER,LD,USHL,83,78,NHL,36,34,true,false,834,82,205,70,2,0,0,
OPTIMIZER,RW,OHL,83,74,NHL,38,35,true,true,1055,520,228,65,2,1,1,2027:OHL Championship
OPTIMIZER,LD,OHL,83,79,NHL,36,34,true,true,930,98,259,67,2,1,1,2026:OHL Championship
OPTIMIZER,RD,SHL,82,78,NHL,36,34,true,false,861,101,211,0,1,0,0,
OPTIMIZER,RW,USHL,83,78,NHL,36,34,true,false,986,478,186,71,2,0,0,
OPTIMIZER,RD,USHL,82,78,NHL,36,34,true,true,898,77,202,65,2,0,0,
OPTIMIZER,RW,SHL,83,77,NHL,36,34,true,true,968,494,211,0,1,0,0,
OPTIMIZER,G,NCAA,87,82,NHL,36,34,true,false,860,0,0,122,2,0,0,
OPTIMIZER,G,SHL,89,82,NHL,36,34,true,false,870,0,0,130,1,1,1,2031:AHL Championship
OPTIMIZER,RW,USHL,82,77,NHL,36,34,true,true,968,414,159,66,2,0,0,
OPTIMIZER,RD,OHL,83,79,NHL,36,34,true,false,844,72,187,67,2,1,1,2028:OHL Championship
OPTIMIZER,RD,OHL,84,75,NHL,38,35,true,false,925,90,252,67,2,0,0,
OPTIMIZER,LD,WHL,81,77,NHL,36,34,true,true,879,63,140,68,2,0,0,
OPTIMIZER,RW,NCAA,80,75,NHL,36,34,true,true,875,207,109,68,2,1,1,2029:NCAA Championship
OPTIMIZER,RD,QMJHL,83,79,NHL,36,34,true,true,919,71,224,65,2,1,1,2036:NHL Championship
OPTIMIZER,RW,QMJHL,81,79,NHL,36,34,true,true,952,282,132,65,2,1,1,2035:NHL Championship
OPTIMIZER,RW,USHL,84,77,NHL,36,34,true,true,907,418,184,65,2,0,0,
OPTIMIZER,G,USHL,89,82,NHL,36,34,true,false,798,0,0,188,2,2,2,2040:NHL Championship | 2043:NHL Championship
OPTIMIZER,LD,LIIGA,82,77,NHL,36,34,true,false,834,83,207,0,1,1,1,2036:NHL Championship
OPTIMIZER,LW,SHL,82,73,NHL,38,35,true,true,1075,415,156,0,1,1,1,2035:NHL Championship
OPTIMIZER,RW,QMJHL,83,77,NHL,36,34,true,true,993,379,163,66,2,1,1,2043:NHL Championship
OPTIMIZER,LW,USHL,84,78,NHL,36,34,true,true,999,506,203,66,2,1,1,2029:USHL Championship
OPTIMIZER,G,OHL,89,82,NHL,36,34,true,false,814,0,0,196,2,0,0,
OPTIMIZER,RW,WHL,83,78,NHL,36,34,true,true,997,458,190,71,2,0,0,
OPTIMIZER,C,SHL,84,77,NHL,38,35,true,true,1031,318,467,0,1,0,0,
OPTIMIZER,RD,WHL,83,80,NHL,36,34,true,true,981,58,275,65,2,0,0,
OPTIMIZER,RD,WHL,83,80,NHL,36,34,true,true,987,83,236,66,2,1,1,2034:NHL Championship
OPTIMIZER,LW,USHL,83,76,NHL,36,34,true,true,998,508,184,71,2,1,1,2038:NHL Championship
OPTIMIZER,RD,SHL,83,78,NHL,36,34,true,true,938,45,225,0,1,0,0,
OPTIMIZER,RD,WHL,81,78,NHL,36,34,true,false,735,83,149,70,2,0,0,
OPTIMIZER,C,USHL,83,79,NHL,36,34,true,false,953,246,309,67,2,1,1,2034:NHL Championship
OPTIMIZER,C,SHL,80,75,NHL,36,34,true,true,883,118,266,0,1,0,0,
OPTIMIZER,LD,NCAA,80,72,NHL,38,35,true,true,961,81,154,67,2,1,1,2031:SHL Championship
OPTIMIZER,C,LIIGA,83,79,NHL,36,34,true,true,1004,291,402,0,1,0,0,
OPTIMIZER,C,QMJHL,86,76,NHL,38,35,true,true,1053,396,447,65,2,0,0,
OPTIMIZER,RW,SHL,81,77,NHL,36,34,true,false,789,244,117,0,1,0,0,
OPTIMIZER,LD,OHL,84,80,NHL,36,34,true,true,919,89,229,66,2,1,1,2034:NHL Championship
OPTIMIZER,LW,LIIGA,82,76,NHL,36,34,true,false,893,400,153,0,1,1,1,2027:SHL Championship
OPTIMIZER,RW,SHL,83,77,NHL,36,34,true,true,934,436,187,0,1,2,2,2027:SHL Championship | 2031:SHL Championship
OPTIMIZER,RD,OHL,82,79,NHL,36,34,true,false,833,106,218,66,2,1,1,2035:NHL Championship
OPTIMIZER,G,USHL,90,84,NHL,36,34,true,false,867,0,0,127,2,0,0,
OPTIMIZER,RD,SHL,83,79,NHL,36,34,true,true,892,43,205,0,1,1,1,2036:NHL Championship
OPTIMIZER,C,NCAA,82,79,NHL,36,34,true,false,841,178,334,67,2,0,0,
OPTIMIZER,LD,QMJHL,83,79,NHL,36,34,true,true,899,68,182,69,2,1,1,2041:NHL Championship
OPTIMIZER,G,USHL,88,84,NHL,36,34,true,false,811,0,0,189,2,2,2,2029:USHL Championship | 2041:NHL Championship
OPTIMIZER,G,USHL,87,84,NHL,36,34,true,false,883,0,0,127,2,0,0,
OPTIMIZER,LW,QMJHL,83,78,NHL,36,34,true,true,926,405,189,69,2,1,1,2037:NHL Championship
OPTIMIZER,LD,SHL,83,77,NHL,36,34,true,true,902,58,214,0,1,1,1,2036:NHL Championship
OPTIMIZER,RW,USHL,83,79,NHL,36,34,true,true,921,464,212,68,2,1,1,2038:NHL Championship
OPTIMIZER,LW,WHL,83,77,NHL,36,34,true,true,978,494,198,66,2,0,0,
OPTIMIZER,RD,WHL,84,80,NHL,36,34,true,true,920,72,231,70,2,0,0,
OPTIMIZER,RD,OHL,83,79,NHL,36,34,true,false,846,76,191,67,2,1,1,2030:AHL Championship
OPTIMIZER,LD,SHL,80,76,NHL,36,34,true,false,840,69,140,0,1,0,0,
OPTIMIZER,LD,LIIGA,82,74,NHL,38,35,true,true,981,84,220,0,1,0,0,
OPTIMIZER,RD,NCAA,84,77,NHL,36,34,true,true,971,22,291,70,2,1,1,2043:NHL Championship
OPTIMIZER,C,USHL,87,76,NHL,38,35,true,false,1008,463,537,67,2,2,2,2032:NHL Championship | 2039:NHL Championship
OPTIMIZER,RW,WHL,83,77,NHL,36,34,true,true,995,458,205,68,2,1,1,2028:WHL Championship
OPTIMIZER,G,SHL,88,75,NHL,40,36,true,false,1009,0,0,120,1,0,0,
OPTIMIZER,LW,QMJHL,83,77,NHL,36,34,true,true,921,419,188,67,2,0,0,
OPTIMIZER,LD,LIIGA,82,78,NHL,36,34,true,false,806,57,184,0,1,2,2,2026:LIIGA Championship | 2041:NHL Championship
OPTIMIZER,RW,NCAA,84,73,NHL,38,35,true,true,985,510,229,69,2,0,0,
OPTIMIZER,C,SHL,79,75,NHL,36,34,true,true,893,97,286,0,1,0,0,
OPTIMIZER,G,USHL,88,81,NHL,36,34,true,false,854,0,0,122,2,1,1,2031:AHL Championship
OPTIMIZER,LW,LIIGA,84,79,NHL,36,34,true,true,1003,497,232,0,1,0,0,
OPTIMIZER,G,WHL,87,82,NHL,36,34,true,false,868,0,0,116,2,1,1,2040:NHL Championship
OPTIMIZER,RD,SHL,81,77,NHL,36,34,true,false,805,56,139,0,1,1,1,2043:NHL Championship
OPTIMIZER,RW,LIIGA,82,78,NHL,36,34,true,true,918,376,142,0,1,1,1,2027:SHL Championship
OPTIMIZER,G,LIIGA,89,80,NHL,38,35,true,false,924,0,0,121,1,0,0,
OPTIMIZER,LD,USHL,83,81,NHL,36,34,true,true,988,72,201,68,2,0,0,
OPTIMIZER,G,USHL,88,84,NHL,36,34,true,false,858,0,0,121,2,0,0,
OPTIMIZER,G,USHL,88,83,NHL,36,34,true,false,790,0,0,191,2,0,0,
OPTIMIZER,C,NCAA,85,80,NHL,36,34,true,true,936,377,397,68,2,0,0,
OPTIMIZER,RW,USHL,83,77,NHL,36,34,true,false,930,414,137,71,2,0,0,
OPTIMIZER,LD,QMJHL,82,79,NHL,36,34,true,true,891,83,230,70,2,1,1,2031:SHL Championship
OPTIMIZER,RW,WHL,84,77,NHL,36,34,true,true,1001,482,188,66,2,0,0,
OPTIMIZER,LW,QMJHL,83,77,NHL,36,34,true,true,1023,504,217,71,2,1,1,2030:AHL Championship
OPTIMIZER,RW,SHL,82,76,NHL,36,34,true,false,895,367,142,0,1,0,0,
OPTIMIZER,C,SHL,81,79,NHL,36,34,true,false,806,119,269,0,1,0,0,
OPTIMIZER,G,USHL,88,84,NHL,36,34,true,false,829,0,0,196,2,1,1,2026:USHL Championship
OPTIMIZER,G,QMJHL,88,81,NHL,38,35,true,false,862,0,0,189,2,0,0,
OPTIMIZER,RW,SHL,83,77,NHL,36,34,true,true,1003,499,195,0,1,1,1,2039:NHL Championship
OPTIMIZER,LD,SHL,81,72,NHL,38,35,true,false,805,72,132,0,1,4,4,2030:SHL Championship | 2033:SHL Championship | 2037:NHL Championship | 2043:NHL Championship
OPTIMIZER,LD,NCAA,84,78,NHL,36,34,true,true,922,28,258,69,2,0,0,
OPTIMIZER,G,NCAA,89,83,NHL,36,34,true,false,849,0,0,120,2,0,0,
OPTIMIZER,RW,NCAA,82,72,NHL,38,35,true,true,1038,397,146,69,2,0,0,
OPTIMIZER,G,SHL,88,83,NHL,36,34,true,false,786,0,0,183,1,1,1,2041:NHL Championship
OPTIMIZER,RD,NCAA,84,75,NHL,38,35,true,true,973,97,230,70,2,2,2,2039:NHL Championship | 2044:NHL Championship
OPTIMIZER,LW,QMJHL,83,79,NHL,36,34,true,true,974,382,168,69,2,0,0,
OPTIMIZER,RW,WHL,84,77,NHL,36,34,true,true,978,536,218,71,2,0,0,
OPTIMIZER,LD,OHL,83,77,NHL,36,34,true,true,922,118,235,68,2,1,1,2040:NHL Championship
OPTIMIZER,LD,QMJHL,83,80,NHL,36,34,true,true,899,62,241,70,2,0,0,
OPTIMIZER,LD,QMJHL,83,78,NHL,36,34,true,true,882,58,177,66,2,1,1,2032:NHL Championship
